machine,source_root,experiment_line,matched_keywords,status,protocol,env,domain,task_id,config_name,seed,target_steps,final_step,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,eval_csv,train_csv,command_txt,report_files,run_dir,curve_points,already_in_registry,registry_run_ids,notes
4090d,/root/sb-value-flows,table3,table3;puzzle,COMPLETED,1m,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3-play,task4,,002,1000000,1000000,0.6,-978.4,360.8,0.6,1000000,0.6,1000000,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed2/sd002_20260529_144923/eval.csv,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed2/sd002_20260529_144923/train.csv,,/root/sb-value-flows/reports/bigtable_expansion_4090d_v3_report.md;/root/sb-value-flows/reports/fix_2x4090_mujoco_osmesa_report.md;/root/sb-value-flows/reports/fix_2x4090_value_flows_env_report.md;/root/sb-value-flows/reports/fullsafe_light_seed_extension_4090d_report.md;/root/sb-value-flows/reports/matched_origin_vs_fullsafe_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_1m_confirm_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_300k_screening_4090d_report.md;/root/sb-value-flows/reports/minimal_sb_reweight_smoke_report.md;/root/sb-value-flows/reports/overnight_reliability_sb_4090d_report.md;/root/sb-value-flows/reports/pm_fullsafe_light_overnight_tune_4090d_report.md;/root/sb-value-flows/reports/postrun_4090d_after_light_tune_report.md;/root/sb-value-flows/reports/table3_pm_fullres_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_light_problem_envs_2x4090_report.md;/root/sb-value-flows/reports/table3_pm_fullsafe_official_2x4090_parallel_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v4_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v5_report.md;/root/sb-value-flows/reports/visual_bigtable_4090d_v6_report.md,/root/sb-value-flows/exp/table3_pm_fullres_problem_envs_2x4090/puzzle-3x3-play-singletask-task4-v0_pm_fullres_seed2/sd002_20260529_144923,21,no,,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,smoke,visual-antmaze-medium-navigate-singletask-task1-v0,visual-antmaze-medium-navigate,task1,A1_action_std_lam0p001,002,1000,1000,0,-1000,1000,0,1,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193032/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193032/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193032,2,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__1000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task1-v0,visual-antmaze-medium-navigate,task1,A1_action_std_lam0p001,002,300000,300000,0.2,-956.7,956.9,0.6,200000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_200247/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_200247/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_200247,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task1-v0,visual-antmaze-medium-navigate,task1,R2_flow_residual_disagree_std_lam0p001,002,300000,300000,0.3,-906.3,906.6,0.5,150000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_200248/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_200248/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_200248,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task1-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task2-v0,visual-antmaze-medium-navigate,task2,A1_action_std_lam0p001,002,300000,300000,0.2,-900.5,900.7,0.4,100000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_212452/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_212452/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_212452,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task2-v0__A1_action_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task2-v0,visual-antmaze-medium-navigate,task2,R2_flow_residual_disagree_std_lam0p001,002,300000,300000,0.6,-756,756.6,0.6,300000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_212452/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_212452/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_212452,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task2-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task3-v0,visual-antmaze-medium-navigate,task3,A1_action_std_lam0p001,002,300000,300000,0.2,-918,918.2,0.5,200000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_224657/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_224657/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_224657,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task3-v0,visual-antmaze-medium-navigate,task3,R2_flow_residual_disagree_std_lam0p001,002,300000,300000,0.1,-941,941.1,0.5,200000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_224657/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_224657/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_224657,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task3-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task4-v0,visual-antmaze-medium-navigate,task4,A1_action_std_lam0p001,002,300000,300000,0.3,-903.3,903.6,0.4,200000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_000702/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_000702/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_000702,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task4-v0__A1_action_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task4-v0,visual-antmaze-medium-navigate,task4,R2_flow_residual_disagree_std_lam0p001,002,300000,300000,0.2,-912.3,912.5,0.6,250000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_000702/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_000702/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_000702,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task4-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task5-v0,visual-antmaze-medium-navigate,task5,A1_action_std_lam0p001,002,300000,300000,0.1,-939.1,939.2,0.2,100000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_012907/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_012907/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_012907,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task5-v0__A1_action_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-medium-navigate-singletask-task5-v0,visual-antmaze-medium-navigate,task5,R2_flow_residual_disagree_std_lam0p001,002,300000,300000,0.1,-940.2,940.3,0.1,100000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_012907/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_012907/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_012907,7,yes,4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task5-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,smoke,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,A1_action_std_lam0p001,002,1000,1000,0,-1000,1000,0,1,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193339/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193339/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193339,2,yes,4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__1000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,A1_action_std_lam0p001,002,300000,300000,0.1,-939.6,939.7,0.1,300000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_025111/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_025111/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_025111,7,yes,4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__300000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,1m,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,A1_action_std_lam0p001,002,1000000,1000000,0.1,-951.9,952,0.1,100000,0.1,600000,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260610_230220/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260610_230220/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260610_230220,21,yes,4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__1000000,
4090d,/root/autodl-tmp/sb-value-flows-runs,visual_bigtable,visual_bigtable,COMPLETED,300k_screening,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,R2_flow_residual_disagree_std_lam0p001,002,300000,300000,0,-1000,1000,0.4,100000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_025112/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_025112/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/reports/visual_bigtable_4090d_v6_report.md,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_025112,7,yes,4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task1-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,
