server,source_family,eval_csv,train_csv,command_txt,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,curve_points,trajectory_full,mtime,error
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed2/sd002_20260613_213740/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed2/sd002_20260613_213740/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task2_MinimalSB_lam0p001_seed2/sd002_20260613_213740,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,MinimalSB_lam0p001,2,1000000,1000000,COMPLETED,0.5,-1351.2,419.3,0.5,600000,0.5,600000,21,1:0 -> 50000:0.1 -> 100000:0.2 -> 150000:0 -> 200000:0 -> 250000:0.1 -> 300000:0.4 -> 350000:0.1 -> 400000:0.2 -> 450000:0.1 -> 500000:0.2 -> 550000:0.2 -> 600000:0.5 -> 650000:0.5 -> 700000:0.5 -> 750000:0.4 -> 800000:0.2 -> 850000:0.1 -> 900000:0.4 -> 950000:0.3 -> 1000000:0.5,2026-06-14T01:43:00,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_P0_particle_seed2/sd002_20260610_135827/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_P0_particle_seed2/sd002_20260610_135827/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_P0_particle_seed2/sd002_20260610_135827,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,P0_particle,2,300000,300000,COMPLETED,0,-1548.5,500,0.3,250000,,,7,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0 -> 200000:0 -> 250000:0.3 -> 300000:0,2026-06-10T15:13:28,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_R2_residual_disagree_lam0p001_seed2/sd002_20260610_201338/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_R2_residual_disagree_lam0p001_seed2/sd002_20260610_201338/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_R2_residual_disagree_lam0p001_seed2/sd002_20260610_201338,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0,-1521.1,500,0,1,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0,2026-06-10T21:29:17,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_212924/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_212924/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task2_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_212924,puzzle-4x4-play-singletask-task2-v0,puzzle-4x4-play,task2,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0,-1477.1,500,0.2,100000,,,7,1:0 -> 50000:0.1 -> 100000:0.2 -> 150000:0 -> 200000:0 -> 250000:0.2 -> 300000:0,2026-06-10T22:45:08,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_A1_action_std_lam0p001_seed2/sd002_20260611_022959/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_A1_action_std_lam0p001_seed2/sd002_20260611_022959/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_A1_action_std_lam0p001_seed2/sd002_20260611_022959,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.1,-1989.5,482.4,0.1,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.1 -> 300000:0.1,2026-06-11T03:44:45,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_A2_action_std_lam0p003_seed2/sd002_20260611_034451/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_A2_action_std_lam0p003_seed2/sd002_20260611_034451/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_A2_action_std_lam0p003_seed2/sd002_20260611_034451,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.2,-1802,467.7,0.3,200000,,,7,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0.1 -> 200000:0.3 -> 250000:0.3 -> 300000:0.2,2026-06-11T04:59:33,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_MinimalSB_lam0p0003_seed2/sd002_20260611_000009/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_MinimalSB_lam0p0003_seed2/sd002_20260611_000009/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_MinimalSB_lam0p0003_seed2/sd002_20260611_000009,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0.3,-2007.4,456.3,0.3,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.1 -> 250000:0.1 -> 300000:0.3,2026-06-11T01:15:12,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_MinimalSB_lam0p001_seed2/sd002_20260611_011518/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_MinimalSB_lam0p001_seed2/sd002_20260611_011518/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_MinimalSB_lam0p001_seed2/sd002_20260611_011518,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0.3,-1869.8,439.7,0.3,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0.1 -> 300000:0.3,2026-06-11T02:29:53,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_P0_particle_seed2/sd002_20260610_224514/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_P0_particle_seed2/sd002_20260610_224514/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_P0_particle_seed2/sd002_20260610_224514,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,P0_particle,2,300000,300000,COMPLETED,0.1,-2064,485,0.5,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.5 -> 250000:0.3 -> 300000:0.1,2026-06-11T00:00:03,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260611_045940/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260611_045940/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260611_045940,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0.3,-1798.4,430.8,0.3,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.2 -> 250000:0.1 -> 300000:0.3,2026-06-11T06:14:57,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_061504/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_061504/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_061504,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0.5,-1622.8,388.2,0.5,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.3 -> 300000:0.5,2026-06-11T07:30:51,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260614_095700/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260614_095700/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260614_095700,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,R3_residual_disagree_typicality_lam0p001,2,1000000,1000000,COMPLETED,0.1,-1852,473.4,0.5,850000,0.5,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.1 -> 300000:0.1 -> 350000:0.2 -> 400000:0.3 -> 450000:0.1 -> 500000:0 -> 550000:0.2 -> 600000:0.4 -> 650000:0.1 -> 700000:0.2 -> 750000:0.4 -> 800000:0 -> 850000:0.5 -> 900000:0.3 -> 950000:0.1 -> 1000000:0.1,2026-06-14T14:05:01,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_A1_action_std_lam0p001_seed2/sd002_20260610_085659/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_A1_action_std_lam0p001_seed2/sd002_20260610_085659/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_A1_action_std_lam0p001_seed2/sd002_20260610_085659,puzzle-4x4-play-singletask-task5-v0,puzzle-4x4-play,task5,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1589.9,500,0.1,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.1 -> 300000:0,2026-06-10T10:11:43,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_A2_action_std_lam0p003_seed2/sd002_20260610_101149/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_A2_action_std_lam0p003_seed2/sd002_20260610_101149/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_A2_action_std_lam0p003_seed2/sd002_20260610_101149,puzzle-4x4-play-singletask-task5-v0,puzzle-4x4-play,task5,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0.1,-1519.2,478.5,0.1,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.1 -> 300000:0.1,2026-06-10T11:26:56,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task5_A2_action_std_lam0p003_seed2/sd002_20260613_173157/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task5_A2_action_std_lam0p003_seed2/sd002_20260613_173157/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_puzzle_4x4_task5_A2_action_std_lam0p003_seed2/sd002_20260613_173157,puzzle-4x4-play-singletask-task5-v0,puzzle-4x4-play,task5,A2_action_std_lam0p003,2,1000000,1000000,COMPLETED,0,-2219.6,500,0.2,250000,0.1,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0 -> 250000:0.2 -> 300000:0 -> 350000:0 -> 400000:0.1 -> 450000:0 -> 500000:0.1 -> 550000:0.1 -> 600000:0 -> 650000:0 -> 700000:0 -> 750000:0 -> 800000:0 -> 850000:0 -> 900000:0 -> 950000:0 -> 1000000:0,2026-06-13T21:37:33,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_MinimalSB_lam0p0003_seed2/sd002_20260610_062557/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_MinimalSB_lam0p0003_seed2/sd002_20260610_062557/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_MinimalSB_lam0p0003_seed2/sd002_20260610_062557,puzzle-4x4-play-singletask-task5-v0,puzzle-4x4-play,task5,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0.1,-1830.8,499.8,0.1,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.1 -> 250000:0.1 -> 300000:0.1,2026-06-10T07:41:08,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_MinimalSB_lam0p001_seed2/sd002_20260610_074115/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_MinimalSB_lam0p001_seed2/sd002_20260610_074115/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_MinimalSB_lam0p001_seed2/sd002_20260610_074115,puzzle-4x4-play-singletask-task5-v0,puzzle-4x4-play,task5,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0,-1678.7,500,0.1,150000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.1 -> 250000:0.1 -> 300000:0,2026-06-10T08:56:53,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_P0_particle_seed2/sd002_20260610_051047/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_P0_particle_seed2/sd002_20260610_051047/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_P0_particle_seed2/sd002_20260610_051047,puzzle-4x4-play-singletask-task5-v0,puzzle-4x4-play,task5,P0_particle,2,300000,300000,COMPLETED,0.1,-1610,479.5,0.1,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0.1,2026-06-10T06:25:50,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_R2_residual_disagree_lam0p001_seed2/sd002_20260610_112702/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_R2_residual_disagree_lam0p001_seed2/sd002_20260610_112702/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_R2_residual_disagree_lam0p001_seed2/sd002_20260610_112702,puzzle-4x4-play-singletask-task5-v0,puzzle-4x4-play,task5,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0,-1914.9,500,0.2,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.2 -> 250000:0 -> 300000:0,2026-06-10T12:42:56,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_124302/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_124302/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_4x4_task5_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260610_124302,puzzle-4x4-play-singletask-task5-v0,puzzle-4x4-play,task5,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0.1,-1860,481.6,0.2,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.2 -> 300000:0.1,2026-06-10T13:58:21,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_A1_action_std_lam0p001_seed2/sd002_20260608_223033/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_A1_action_std_lam0p001_seed2/sd002_20260608_223033/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_A1_action_std_lam0p001_seed2/sd002_20260608_223033,scene-play-singletask-task4-v0,scene-play,task4,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-792.9,750,0.7,150000,,,7,1:0 -> 50000:0 -> 100000:0.2 -> 150000:0.7 -> 200000:0.6 -> 250000:0.2 -> 300000:0,2026-06-08T23:45:16,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_A2_action_std_lam0p003_seed2/sd002_20260608_234523/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_A2_action_std_lam0p003_seed2/sd002_20260608_234523/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_A2_action_std_lam0p003_seed2/sd002_20260608_234523,scene-play-singletask-task4-v0,scene-play,task4,A2_action_std_lam0p003,2,300000,300000,COMPLETED,0,-769.6,750,0.9,100000,,,7,1:0 -> 50000:0 -> 100000:0.9 -> 150000:0.1 -> 200000:0.2 -> 250000:0.1 -> 300000:0,2026-06-09T00:59:59,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_MinimalSB_lam0p0003_seed2/sd002_20260608_200119/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_MinimalSB_lam0p0003_seed2/sd002_20260608_200119/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_MinimalSB_lam0p0003_seed2/sd002_20260608_200119,scene-play-singletask-task4-v0,scene-play,task4,MinimalSB_lam0p0003,2,300000,300000,COMPLETED,0.2,-793.6,693.5,0.8,100000,,,7,1:0 -> 50000:0 -> 100000:0.8 -> 150000:0.5 -> 200000:0.3 -> 250000:0.2 -> 300000:0.2,2026-06-08T21:15:57,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_MinimalSB_lam0p001_seed2/sd002_20260608_211603/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_MinimalSB_lam0p001_seed2/sd002_20260608_211603/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_MinimalSB_lam0p001_seed2/sd002_20260608_211603,scene-play-singletask-task4-v0,scene-play,task4,MinimalSB_lam0p001,2,300000,300000,COMPLETED,0.1,-736.5,692.3,0.7,200000,,,7,1:0 -> 50000:0 -> 100000:0.3 -> 150000:0.2 -> 200000:0.7 -> 250000:0.7 -> 300000:0.1,2026-06-08T22:30:25,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_P0_particle_seed2/sd002_20260608_184656/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_P0_particle_seed2/sd002_20260608_184656/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_P0_particle_seed2/sd002_20260608_184656,scene-play-singletask-task4-v0,scene-play,task4,P0_particle,2,300000,300000,COMPLETED,0.4,-743.2,636.7,0.6,100000,,,7,1:0 -> 50000:0 -> 100000:0.6 -> 150000:0.2 -> 200000:0.3 -> 250000:0.5 -> 300000:0.4,2026-06-08T20:01:13,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_scene_task4_P0_particle_seed2/sd002_20260611_162414/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_scene_task4_P0_particle_seed2/sd002_20260611_162414/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageB_seed2_1m_scene_task4_P0_particle_seed2/sd002_20260611_162414,scene-play-singletask-task4-v0,scene-play,task4,P0_particle,2,1000000,1000000,COMPLETED,0,-793,750,0.9,100000,0.1,550000,21,1:0 -> 50000:0.2 -> 100000:0.9 -> 150000:0.1 -> 200000:0.4 -> 250000:0.4 -> 300000:0.1 -> 350000:0 -> 400000:0.2 -> 450000:0 -> 500000:0 -> 550000:0.1 -> 600000:0.1 -> 650000:0.1 -> 700000:0.1 -> 750000:0 -> 800000:0 -> 850000:0 -> 900000:0 -> 950000:0 -> 1000000:0,2026-06-11T20:30:04,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260609_010005/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260609_010005/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260609_010005,scene-play-singletask-task4-v0,scene-play,task4,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0.1,-798.8,748.9,0.7,250000,,,7,1:0 -> 50000:0 -> 100000:0.3 -> 150000:0 -> 200000:0.2 -> 250000:0.7 -> 300000:0.1,2026-06-09T02:15:21,
single4090,bad_task_repair_single4090,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_021528/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_021528/train.csv,,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_scene_task4_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260609_021528,scene-play-singletask-task4-v0,scene-play,task4,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0.2,-904.4,717.8,0.8,100000,,,7,1:0 -> 50000:0 -> 100000:0.8 -> 150000:0.1 -> 200000:0.2 -> 250000:0.2 -> 300000:0.2,2026-06-09T03:30:08,
single4090,bestseed,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task1_S1_sb_lam0p001_seed2/sd002_20260606_142934/eval.csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task1_S1_sb_lam0p001_seed2/sd002_20260606_142934/train.csv,,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task1_S1_sb_lam0p001_seed2/sd002_20260606_142934,UNKNOWN,UNKNOWN,UNKNOWN,bestseed,5,1000000,1000000,COMPLETED,1,-226.8,57.4,1,100000,1,500000,21,1:0 -> 50000:0.9 -> 100000:1 -> 150000:1 -> 200000:1 -> 250000:1 -> 300000:1 -> 350000:1 -> 400000:1 -> 450000:1 -> 500000:1 -> 550000:0.9 -> 600000:1 -> 650000:1 -> 700000:1 -> 750000:1 -> 800000:1 -> 850000:1 -> 900000:1 -> 950000:1 -> 1000000:1,2026-06-06T18:26:28,
single4090,bestseed,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task2_S1_sb_lam0p001_seed2/sd002_20260606_182634/eval.csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task2_S1_sb_lam0p001_seed2/sd002_20260606_182634/train.csv,,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task2_S1_sb_lam0p001_seed2/sd002_20260606_182634,UNKNOWN,UNKNOWN,UNKNOWN,bestseed,5,1000000,1000000,COMPLETED,1,-566.7,214.7,1,400000,1,650000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.1 -> 300000:0.5 -> 350000:0.7 -> 400000:1 -> 450000:0.8 -> 500000:0.9 -> 550000:0.8 -> 600000:0.8 -> 650000:1 -> 700000:1 -> 750000:1 -> 800000:1 -> 850000:0.9 -> 900000:1 -> 950000:1 -> 1000000:1,2026-06-06T22:25:58,
single4090,bestseed,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task3_S1_sb_lam0p001_seed2/sd002_20260606_222604/eval.csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task3_S1_sb_lam0p001_seed2/sd002_20260606_222604/train.csv,,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task3_S1_sb_lam0p001_seed2/sd002_20260606_222604,UNKNOWN,UNKNOWN,UNKNOWN,bestseed,5,1000000,1000000,COMPLETED,0.1,-1120.3,473.8,0.1,650000,0.1,650000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0 -> 450000:0 -> 500000:0 -> 550000:0 -> 600000:0 -> 650000:0.1 -> 700000:0 -> 750000:0 -> 800000:0 -> 850000:0 -> 900000:0 -> 950000:0 -> 1000000:0.1,2026-06-07T02:28:27,
single4090,bestseed,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task4_S1_sb_lam0p001_seed2/sd002_20260607_022834/eval.csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task4_S1_sb_lam0p001_seed2/sd002_20260607_022834/train.csv,,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task4_S1_sb_lam0p001_seed2/sd002_20260607_022834,UNKNOWN,UNKNOWN,UNKNOWN,bestseed,5,1000000,1000000,COMPLETED,1,-808.9,282,1,850000,1,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1 -> 350000:0 -> 400000:0 -> 450000:0.1 -> 500000:0.2 -> 550000:0.2 -> 600000:0.4 -> 650000:0.3 -> 700000:0.4 -> 750000:0.9 -> 800000:0.9 -> 850000:1 -> 900000:0.9 -> 950000:1 -> 1000000:1,2026-06-07T06:30:27,
