server,source_family,eval_csv,train_csv,command_txt,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,curve_points,trajectory_full,mtime,error
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_MinimalSB_lam0p003_seed2/sd002_20260615_174043/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_MinimalSB_lam0p003_seed2/sd002_20260615_174043/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_MinimalSB_lam0p003_seed2/sd002_20260615_174043/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_MinimalSB_lam0p003_seed2/sd002_20260615_174043,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,MinimalSB_lam0p003,2,300000,300000,COMPLETED,0.3,-2169.7,442.1,0.4,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.3 -> 200000:0.4 -> 250000:0.3 -> 300000:0.3,2026-06-15T18:55:19,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_P0_particle_seed2/sd002_20260615_162552/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_P0_particle_seed2/sd002_20260615_162552/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_P0_particle_seed2/sd002_20260615_162552/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_P0_particle_seed2/sd002_20260615_162552,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,P0_particle,2,300000,300000,COMPLETED,0.5,-2046.9,380.5,0.5,300000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.2 -> 200000:0.2 -> 250000:0.4 -> 300000:0.5,2026-06-15T17:40:15,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_R2_residual_disagree_lam0p001_seed2/sd002_20260615_224116/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_R2_residual_disagree_lam0p001_seed2/sd002_20260615_224116/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_R2_residual_disagree_lam0p001_seed2/sd002_20260615_224116/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_R2_residual_disagree_lam0p001_seed2/sd002_20260615_224116,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,R2_residual_disagree_lam0p001,2,300000,300000,COMPLETED,0.2,-2481.4,493.5,0.5,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.3 -> 250000:0.5 -> 300000:0.2,2026-06-15T23:56:46,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260615_235715/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260615_235715/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260615_235715/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task1_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260615_235715,puzzle-4x4-play-singletask-task1-v0,puzzle-4x4-play,task1,R3_residual_disagree_typicality_lam0p001,2,300000,300000,COMPLETED,0.3,-2184.3,424.6,0.4,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.4 -> 250000:0.3 -> 300000:0.3,2026-06-16T01:12:34,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_MinimalSB_lam0p001_seed2/sd002_20260616_034310/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_MinimalSB_lam0p001_seed2/sd002_20260616_034310/train.csv,,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_MinimalSB_lam0p001_seed2/sd002_20260616_034310,puzzle-4x4-play-singletask-task3-v0,puzzle-4x4-play,task3,MinimalSB_lam0p001,2,300000,100000,INTERRUPTED,0,-3864.3,500,0,1,,,3,1:0 -> 50000:0 -> 100000:0,2026-06-16T04:09:09,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_MinimalSB_lam0p003_seed2/sd002_20260616_022811/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_MinimalSB_lam0p003_seed2/sd002_20260616_022811/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_MinimalSB_lam0p003_seed2/sd002_20260616_022811/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_MinimalSB_lam0p003_seed2/sd002_20260616_022811,puzzle-4x4-play-singletask-task3-v0,puzzle-4x4-play,task3,MinimalSB_lam0p003,2,300000,300000,COMPLETED,0.1,-1790.8,467.8,0.4,250000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.2 -> 200000:0.2 -> 250000:0.4 -> 300000:0.1,2026-06-16T03:42:40,
single4090,selective_state_tuning_single4090,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_P0_particle_seed2/sd002_20260616_011303/eval.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_P0_particle_seed2/sd002_20260616_011303/train.csv,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_P0_particle_seed2/sd002_20260616_011303/command.txt,/root/autodl-tmp/sb-value-flows-runs/selective_state_tuning_single4090/exp/stageA_300k_puzzle_4x4_task3_P0_particle_seed2/sd002_20260616_011303,puzzle-4x4-play-singletask-task3-v0,puzzle-4x4-play,task3,P0_particle,2,300000,300000,COMPLETED,0.2,-1786.5,456.9,0.6,200000,,,7,1:0 -> 50000:0 -> 100000:0 -> 150000:0.4 -> 200000:0.6 -> 250000:0.3 -> 300000:0.2,2026-06-16T02:27:42,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd000_20260526_110014/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd000_20260526_110014/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd000_20260526_110014,cube-double-play-singletask-task2-v0,cube-double-play,task2,FullSafe,0,1000000,1000000,COMPLETED,0.8,-375.8,248.5,0.9,650000,0.9,650000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.4 -> 350000:0.5 -> 400000:0.4 -> 450000:0.7 -> 500000:0.6 -> 550000:0.6 -> 600000:0.8 -> 650000:0.9 -> 700000:0.8 -> 750000:0.9 -> 800000:0.8 -> 850000:0.9 -> 900000:0.7 -> 950000:0.7 -> 1000000:0.8,2026-05-26T15:01:54,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201,cube-double-play-singletask-task2-v0,cube-double-play,task2,FullSafe,1,1000000,1000000,COMPLETED,0.9,-372.8,227.6,0.9,900000,0.9,900000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0.1 -> 350000:0.2 -> 400000:0.1 -> 450000:0.2 -> 500000:0.2 -> 550000:0.7 -> 600000:0.4 -> 650000:0.7 -> 700000:0.7 -> 750000:0.8 -> 800000:0.6 -> 850000:0.8 -> 900000:0.9 -> 950000:0.8 -> 1000000:0.9,2026-05-26T19:03:43,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350,cube-double-play-singletask-task2-v0,cube-double-play,task2,FullSafe,2,1000000,1000000,COMPLETED,1,-273.5,188.3,1,750000,1,750000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.2 -> 300000:0.3 -> 350000:0.4 -> 400000:0.7 -> 450000:0.1 -> 500000:0.6 -> 550000:0.6 -> 600000:0.8 -> 650000:0.8 -> 700000:0.8 -> 750000:1 -> 800000:0.3 -> 850000:0.5 -> 900000:0.4 -> 950000:0.8 -> 1000000:1,2026-05-26T23:06:16,
single4090,table3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651/train.csv,,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd000_20260527_194651,cube-triple-play-singletask-task1-v0,cube-triple-play,task1,ActorGeo,0,1000000,1000000,COMPLETED,0.6,-540.1,540.7,0.9,850000,0.9,850000,21,1:0 -> 50000:0 -> 100000:0.2 -> 150000:0 -> 200000:0 -> 250000:0.1 -> 300000:0 -> 350000:0 -> 400000:0.1 -> 450000:0.4 -> 500000:0.1 -> 550000:0.2 -> 600000:0.2 -> 650000:0.3 -> 700000:0.5 -> 750000:0.7 -> 800000:0.8 -> 850000:0.9 -> 900000:0.7 -> 950000:0.9 -> 1000000:0.6,2026-05-27T23:56:47,
single4090,table3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654/train.csv,,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd001_20260527_235654,cube-triple-play-singletask-task1-v0,cube-triple-play,task1,ActorGeo,1,1000000,1000000,COMPLETED,0.6,-693.9,694.5,0.9,850000,0.9,850000,21,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0 -> 200000:0.4 -> 250000:0.2 -> 300000:0.2 -> 350000:0.2 -> 400000:0 -> 450000:0.2 -> 500000:0.2 -> 550000:0.3 -> 600000:0.6 -> 650000:0.5 -> 700000:0.2 -> 750000:0.3 -> 800000:0.5 -> 850000:0.9 -> 900000:0.6 -> 950000:0.7 -> 1000000:0.6,2026-05-28T04:04:08,
single4090,table3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416/train.csv,,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/cube-triple-play-singletask-task1-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_040416,cube-triple-play-singletask-task1-v0,cube-triple-play,task1,ActorGeo,2,1000000,1000000,COMPLETED,0.4,-795.2,795.6,0.8,500000,0.8,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.2 -> 300000:0.1 -> 350000:0.3 -> 400000:0.4 -> 450000:0.1 -> 500000:0.8 -> 550000:0.3 -> 600000:0.2 -> 650000:0.4 -> 700000:0.5 -> 750000:0.7 -> 800000:0.8 -> 850000:0.8 -> 900000:0.8 -> 950000:0.5 -> 1000000:0.4,2026-05-28T08:10:06,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd000_20260526_230623/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd000_20260526_230623/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd000_20260526_230623,cube-triple-play-singletask-task1-v0,cube-triple-play,task1,FullSafe,0,1000000,1000000,COMPLETED,0,-1248.7,1000,0.8,850000,0.8,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0.1 -> 400000:0 -> 450000:0 -> 500000:0 -> 550000:0.1 -> 600000:0 -> 650000:0 -> 700000:0.2 -> 750000:0 -> 800000:0.3 -> 850000:0.8 -> 900000:0.1 -> 950000:0.2 -> 1000000:0,2026-05-27T03:15:49,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd001_20260527_031556/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd001_20260527_031556/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd001_20260527_031556,cube-triple-play-singletask-task1-v0,cube-triple-play,task1,FullSafe,1,1000000,1000000,COMPLETED,0.3,-884.4,837.3,0.7,250000,0.7,900000,21,1:0 -> 50000:0 -> 100000:0.2 -> 150000:0.4 -> 200000:0.2 -> 250000:0.7 -> 300000:0.3 -> 350000:0.2 -> 400000:0.5 -> 450000:0.3 -> 500000:0.3 -> 550000:0.3 -> 600000:0.3 -> 650000:0.5 -> 700000:0.2 -> 750000:0.3 -> 800000:0.6 -> 850000:0.4 -> 900000:0.7 -> 950000:0.7 -> 1000000:0.3,2026-05-27T07:23:10,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd002_20260527_072316/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd002_20260527_072316/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-triple-play-singletask-task1-v0_pm_fullsafe_official_highmem/sd002_20260527_072316,cube-triple-play-singletask-task1-v0,cube-triple-play,task1,FullSafe,2,1000000,1000000,COMPLETED,0.5,-779.4,763.7,0.9,850000,0.9,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.1 -> 300000:0.1 -> 350000:0.1 -> 400000:0 -> 450000:0.3 -> 500000:0.4 -> 550000:0.2 -> 600000:0.5 -> 650000:0.4 -> 700000:0.5 -> 750000:0.7 -> 800000:0.7 -> 850000:0.9 -> 900000:0.7 -> 950000:0.8 -> 1000000:0.5,2026-05-27T11:30:17,
single4090,table3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd000_20260528_081013/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd000_20260528_081013/train.csv,,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd000_20260528_081013,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3-play,task4,ActorGeo,0,1000000,1000000,COMPLETED,0.7,-955.3,389.8,0.7,1000000,0.7,1000000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1 -> 350000:0 -> 400000:0.1 -> 450000:0.1 -> 500000:0.1 -> 550000:0.2 -> 600000:0.3 -> 650000:0.1 -> 700000:0.3 -> 750000:0.1 -> 800000:0.2 -> 850000:0.1 -> 900000:0.3 -> 950000:0.5 -> 1000000:0.7,2026-05-28T12:14:58,
single4090,table3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd001_20260528_121505/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd001_20260528_121505/train.csv,,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd001_20260528_121505,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3-play,task4,ActorGeo,1,1000000,1000000,COMPLETED,1,-1007.2,350.9,1,1000000,1,1000000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0.1 -> 350000:0 -> 400000:0 -> 450000:0.2 -> 500000:0.1 -> 550000:0 -> 600000:0.1 -> 650000:0.1 -> 700000:0.4 -> 750000:0.3 -> 800000:0.2 -> 850000:0.7 -> 900000:0.4 -> 950000:0.8 -> 1000000:1,2026-05-28T16:19:41,
single4090,table3,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_161947/eval.csv,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_161947/train.csv,,/root/sb-value-flows/exp/table3_pm_actorgeo_problem_envs_4090/puzzle-3x3-play-singletask-task4-v0_pm_actorgeo_problem_envs_4090/sd002_20260528_161947,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3-play,task4,ActorGeo,2,1000000,1000000,COMPLETED,0.2,-1153.2,478.1,0.3,400000,0.3,650000,21,1:0 -> 50000:0 -> 100000:0.1 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0.1 -> 400000:0.3 -> 450000:0 -> 500000:0 -> 550000:0.2 -> 600000:0.1 -> 650000:0.3 -> 700000:0 -> 750000:0 -> 800000:0.1 -> 850000:0.1 -> 900000:0 -> 950000:0 -> 1000000:0.2,2026-05-28T20:24:33,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_official_highmem/sd000_20260527_113023/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_official_highmem/sd000_20260527_113023/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_official_highmem/sd000_20260527_113023,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3-play,task4,FullSafe,0,1000000,1000000,COMPLETED,0.7,-1093.4,396.4,0.7,950000,0.7,950000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0.1 -> 300000:0 -> 350000:0.1 -> 400000:0.1 -> 450000:0 -> 500000:0.4 -> 550000:0.2 -> 600000:0 -> 650000:0.1 -> 700000:0.5 -> 750000:0 -> 800000:0.4 -> 850000:0.4 -> 900000:0.6 -> 950000:0.7 -> 1000000:0.7,2026-05-27T15:36:15,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_official_highmem/sd001_20260527_153622/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_official_highmem/sd001_20260527_153622/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/puzzle-3x3-play-singletask-task4-v0_pm_fullsafe_official_highmem/sd001_20260527_153622,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3-play,task4,FullSafe,1,1000000,1000000,COMPLETED,0.9,-968.8,334.4,1,850000,1,850000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0 -> 250000:0 -> 300000:0 -> 350000:0 -> 400000:0 -> 450000:0.1 -> 500000:0.2 -> 550000:0.4 -> 600000:0.2 -> 650000:0.1 -> 700000:0.7 -> 750000:0.9 -> 800000:0.8 -> 850000:1 -> 900000:1 -> 950000:0.8 -> 1000000:0.9,2026-05-27T19:43:58,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd000_20260528_220734/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd000_20260528_220734/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd000_20260528_220734,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,FullSafe,0,1000000,1000000,COMPLETED,0.3,-2051.7,472.9,0.6,350000,0.4,800000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0.3 -> 300000:0.4 -> 350000:0.6 -> 400000:0.1 -> 450000:0.1 -> 500000:0.1 -> 550000:0.1 -> 600000:0.1 -> 650000:0 -> 700000:0 -> 750000:0.2 -> 800000:0.4 -> 850000:0.3 -> 900000:0.2 -> 950000:0 -> 1000000:0.3,2026-05-29T02:15:11,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd001_20260529_021519/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd001_20260529_021519/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd001_20260529_021519,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,FullSafe,1,300000,700000,COMPLETED,0,-2074.6,500,0.4,300000,0.3,600000,15,1:0 -> 50000:0 -> 100000:0 -> 150000:0.1 -> 200000:0.1 -> 250000:0.1 -> 300000:0.4 -> 350000:0 -> 400000:0.1 -> 450000:0.1 -> 500000:0 -> 550000:0.2 -> 600000:0.3 -> 650000:0.2 -> 700000:0,2026-05-29T05:09:30,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd001_20260529_100238/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd001_20260529_100238/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd001_20260529_100238,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,FullSafe,1,1000000,1000000,COMPLETED,0,-2016.7,500,0.5,700000,0.5,700000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.1 -> 250000:0 -> 300000:0.2 -> 350000:0 -> 400000:0.3 -> 450000:0.3 -> 500000:0.4 -> 550000:0.3 -> 600000:0.2 -> 650000:0.3 -> 700000:0.5 -> 750000:0.1 -> 800000:0.1 -> 850000:0.1 -> 900000:0.1 -> 950000:0 -> 1000000:0,2026-05-29T14:08:17,
single4090,table3,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd002_20260529_140824/eval.csv,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd002_20260529_140824/train.csv,,/root/sb-value-flows/exp/table3_pm_fullsafe_light_remaining_single4090/puzzle-4x4-play-singletask-task4-v0_pm_fullsafe_light_remaining_single4090/sd002_20260529_140824,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4-play,task4,FullSafe,2,1000000,1000000,COMPLETED,0.2,-1845.1,458,0.4,200000,0.4,500000,21,1:0 -> 50000:0 -> 100000:0 -> 150000:0 -> 200000:0.4 -> 250000:0.3 -> 300000:0.2 -> 350000:0.1 -> 400000:0.3 -> 450000:0.1 -> 500000:0.4 -> 550000:0 -> 600000:0.3 -> 650000:0.2 -> 700000:0.4 -> 750000:0.2 -> 800000:0.1 -> 850000:0 -> 900000:0.2 -> 950000:0 -> 1000000:0.2,2026-05-29T18:15:45,
