run_id,server,machine_tag,root_path,eval_csv,train_csv,command_txt,domain,task_id,env,config_name,method_group,seed,target_steps,final_step,status,final_success,final_return,final_length,best_peak_success,best_peak_step,best_peak_return,best_peak_length,peak_after_500k_success,peak_after_500k_step,drop_final_from_peak,trajectory_short,has_train_csv,has_command_txt,has_checkpoint,notes,source_kind,source_file
single4090__audit__cube-triple-play-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000__sd002_20260611_111742,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,A1_action_std_lam0p001,A1,2,300000,300000,completed_300k,0.1,-2240.2,956.5,0.1,300000,-2240.2,956.5,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A1_action_std_lam0p001_seed2/sd002_20260611_111742/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__A2_action_std_lam0p003__seed2__300000__sd002_20260620_101506,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260620_101506/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260620_101506/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,A2_action_std_lam0p003,A2,2,300000,300000,completed_300k,0.0,-2755.5,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260620_101506/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__A2_action_std_lam0p003__seed2__300000__sd002_20260611_123319,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,A2_action_std_lam0p003,A2,2,300000,300000,completed_300k,0.0,-2634.4,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_A2_action_std_lam0p003_seed2/sd002_20260611_123319/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__MinimalSB_lam0p0003__seed2__300000__sd002_20260611_084632,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,MinimalSB_lam0p0003,MinimalSB,2,300000,300000,completed_300k,0.0,-2478.6,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p0003_seed2/sd002_20260611_084632/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__MinimalSB_lam0p001__seed2__300000__sd002_20260611_100156,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,MinimalSB_lam0p001,MinimalSB,2,300000,300000,completed_300k,0.0,-2384.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_MinimalSB_lam0p001_seed2/sd002_20260611_100156/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__P0_particle__seed2__300000__sd002_20260620_124818,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_P0_particle_seed2/sd002_20260620_124818/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_P0_particle_seed2/sd002_20260620_124818/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,P0_particle,P0,2,300000,300000,completed_300k,0.0,-2715.1,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_P0_particle_seed2/sd002_20260620_124818/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__P0_particle__seed2__300000__sd002_20260611_073057,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,P0_particle,P0,2,300000,300000,completed_300k,0.0,-2726.4,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_P0_particle_seed2/sd002_20260611_073057/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__R2_residual_disagree_lam0p001__seed2__300000__sd002_20260620_113121,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260620_113121/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260620_113121/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,R2_residual_disagree_lam0p001,R2,2,300000,300000,completed_300k,0.2,-2119.1,908.3,0.2,300000,-2119.1,908.3,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.2,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260620_113121/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__R2_residual_disagree_lam0p001__seed2__300000__sd002_20260611_134956,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,R2_residual_disagree_lam0p001,R2,2,300000,300000,completed_300k,0.0,-2745.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R2_residual_disagree_lam0p001_seed2/sd002_20260611_134956/eval.csv
single4090__audit__cube-triple-play-singletask-task3-v0__R3_residual_disagree_typicality_lam0p001__seed2__300000__sd002_20260611_150701,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701/train.csv,,cube-triple-play,task3,cube-triple-play-singletask-task3-v0,R3_residual_disagree_typicality_lam0p001,R3,2,300000,300000,completed_300k,0.0,-2727.6,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_triple_task3_R3_residual_disagree_typicality_lam0p001_seed2/sd002_20260611_150701/eval.csv
single4090__audit__cube-triple-play-singletask-task4-v0__A1_action_std_lam0p001__seed2__300000__sd002_20260619_224649,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_A1_action_std_lam0p001_seed2/sd002_20260619_224649/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_A1_action_std_lam0p001_seed2/sd002_20260619_224649/train.csv,,cube-triple-play,task4,cube-triple-play-singletask-task4-v0,A1_action_std_lam0p001,A1,2,300000,300000,completed_300k,0.0,-2926.6,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_A1_action_std_lam0p001_seed2/sd002_20260619_224649/eval.csv
single4090__audit__cube-triple-play-singletask-task4-v0__A2_action_std_lam0p003__seed2__300000__sd002_20260620_000317,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_A2_action_std_lam0p003_seed2/sd002_20260620_000317/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_A2_action_std_lam0p003_seed2/sd002_20260620_000317/train.csv,,cube-triple-play,task4,cube-triple-play-singletask-task4-v0,A2_action_std_lam0p003,A2,2,300000,300000,completed_300k,0.0,-3000.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_A2_action_std_lam0p003_seed2/sd002_20260620_000317/eval.csv
single4090__audit__cube-triple-play-singletask-task4-v0__P0_particle__seed2__300000__sd002_20260620_023626,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_P0_particle_seed2/sd002_20260620_023626/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_P0_particle_seed2/sd002_20260620_023626/train.csv,,cube-triple-play,task4,cube-triple-play-singletask-task4-v0,P0_particle,P0,2,300000,300000,completed_300k,0.0,-2984.9,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_P0_particle_seed2/sd002_20260620_023626/eval.csv
single4090__audit__cube-triple-play-singletask-task4-v0__R2_residual_disagree_lam0p001__seed2__300000__sd002_20260620_011933,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260620_011933/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260620_011933/train.csv,,cube-triple-play,task4,cube-triple-play-singletask-task4-v0,R2_residual_disagree_lam0p001,R2,2,300000,300000,completed_300k,0.0,-3000.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task4_R2_residual_disagree_lam0p001_seed2/sd002_20260620_011933/eval.csv
single4090__audit__cube-triple-play-singletask-task5-v0__A1_action_std_lam0p001__seed2__300000__sd002_20260620_050930,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_A1_action_std_lam0p001_seed2/sd002_20260620_050930/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_A1_action_std_lam0p001_seed2/sd002_20260620_050930/train.csv,,cube-triple-play,task5,cube-triple-play-singletask-task5-v0,A1_action_std_lam0p001,A1,2,300000,300000,completed_300k,0.0,-3000.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_A1_action_std_lam0p001_seed2/sd002_20260620_050930/eval.csv
single4090__audit__cube-triple-play-singletask-task5-v0__A2_action_std_lam0p003__seed2__300000__sd002_20260620_062642,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_A2_action_std_lam0p003_seed2/sd002_20260620_062642/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_A2_action_std_lam0p003_seed2/sd002_20260620_062642/train.csv,,cube-triple-play,task5,cube-triple-play-singletask-task5-v0,A2_action_std_lam0p003,A2,2,300000,300000,completed_300k,0.0,-2910.0,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_A2_action_std_lam0p003_seed2/sd002_20260620_062642/eval.csv
single4090__audit__cube-triple-play-singletask-task5-v0__P0_particle__seed2__300000__sd002_20260620_074258,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_P0_particle_seed2/sd002_20260620_074258/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_P0_particle_seed2/sd002_20260620_074258/train.csv,,cube-triple-play,task5,cube-triple-play-singletask-task5-v0,P0_particle,P0,2,300000,300000,completed_300k,0.0,-2906.3,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_P0_particle_seed2/sd002_20260620_074258/eval.csv
single4090__audit__cube-triple-play-singletask-task5-v0__R2_residual_disagree_lam0p001__seed2__300000__sd002_20260620_035243,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_R2_residual_disagree_lam0p001_seed2/sd002_20260620_035243/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_R2_residual_disagree_lam0p001_seed2/sd002_20260620_035243/train.csv,,cube-triple-play,task5,cube-triple-play-singletask-task5-v0,R2_residual_disagree_lam0p001,R2,2,300000,300000,completed_300k,0.0,-2820.2,1000.0,0.0,1,-3000.0,1000.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_goodcase_harvest_single4090/exp/goodcase300k_cube_triple_task5_R2_residual_disagree_lam0p001_seed2/sd002_20260620_035243/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task1-v0__P0__seed5__1000000__sd002_20260606_142934,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task1_S1_sb_lam0p001_seed2/sd002_20260606_142934/eval.csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task1_S1_sb_lam0p001_seed2/sd002_20260606_142934/train.csv,,puzzle-3x3-play,task1,puzzle-3x3-play-singletask-task1-v0,P0,P0,5,1000000,1000000,completed_1m,1.0,-226.8,57.4,1.0,100000,-281.1,70.7,1.0,500000,0.0,1:0 -> 100k:1 -> 200k:1 -> 300k:1 -> 400k:1 -> 500k:1 -> 600k:1 -> 700k:1 -> 800k:1 -> 900k:1 -> 1000k:1,True,False,False,,eval_csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task1_S1_sb_lam0p001_seed2/sd002_20260606_142934/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task2-v0__P0__seed5__1000000__sd002_20260606_182634,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task2_S1_sb_lam0p001_seed2/sd002_20260606_182634/eval.csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task2_S1_sb_lam0p001_seed2/sd002_20260606_182634/train.csv,,puzzle-3x3-play,task2,puzzle-3x3-play-singletask-task2-v0,P0,P0,5,1000000,1000000,completed_1m,1.0,-566.7,214.7,1.0,400000,-491.6,203.9,1.0,650000,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0.5 -> 400k:1 -> 500k:0.9 -> 600k:0.8 -> 700k:1 -> 800k:1 -> 900k:1 -> 1000k:1,True,False,False,,eval_csv,/root/sb-value-flows/exp/puzzle3x3_bestseed_5task_single4090_v3/task2_S1_sb_lam0p001_seed2/sd002_20260606_182634/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000__sd002_20260608_134900,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900/train.csv,,puzzle-3x3-play,task3,puzzle-3x3-play-singletask-task3-v0,A1_action_std_lam0p001,A1,2,300000,300000,completed_300k,0.0,-1298.3,500.0,0.1,200000,-1223.2,498.4,,,-0.1,1:0 -> 100k:0 -> 200k:0.1 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A1_action_std_lam0p001_seed2/sd002_20260608_134900/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task3-v0__A2_action_std_lam0p003__seed2__300000__sd002_20260624_173154,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_main_table_peak_polish_single4090/exp/peakpolish_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260624_173154/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_main_table_peak_polish_single4090/exp/peakpolish_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260624_173154/train.csv,/root/autodl-tmp/sb-value-flows-runs/state_main_table_peak_polish_single4090/exp/peakpolish_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260624_173154/command.txt,puzzle-3x3-play,task3,puzzle-3x3-play-singletask-task3-v0,A2_action_std_lam0p003,A2,2,300000,300000,completed_300k,0.0,-1161.9,500.0,0.0,1,-4000.0,500.0,,,0.0,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,True,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_main_table_peak_polish_single4090/exp/peakpolish_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260624_173154/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task3-v0__A2_action_std_lam0p003__seed2__300000__sd002_20260608_150345,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345/train.csv,,puzzle-3x3-play,task3,puzzle-3x3-play-singletask-task3-v0,A2_action_std_lam0p003,A2,2,300000,300000,completed_300k,0.1,-1326.9,472.2,0.1,200000,-1288.3,499.5,,,0.0,1:0 -> 100k:0 -> 200k:0.1 -> 300k:0.1,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_A2_action_std_lam0p003_seed2/sd002_20260608_150345/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task3-v0__FullSafe__seed2__300000__sd002_20260624_145656,single4090-new,seetacloud-cqa1-31499,/root/autodl-tmp/sb-value-flows-runs,/root/autodl-tmp/sb-value-flows-runs/state_main_table_peak_polish_single4090/exp/peakpolish_300k_puzzle_3x3_task3_FullSafe_seed2/sd002_20260624_145656/eval.csv,/root/autodl-tmp/sb-value-flows-runs/state_main_table_peak_polish_single4090/exp/peakpolish_300k_puzzle_3x3_task3_FullSafe_seed2/sd002_20260624_145656/train.csv,/root/autodl-tmp/sb-value-flows-runs/state_main_table_peak_polish_single4090/exp/peakpolish_300k_puzzle_3x3_task3_FullSafe_seed2/sd002_20260624_145656/command.txt,puzzle-3x3-play,task3,puzzle-3x3-play-singletask-task3-v0,FullSafe,FullSafe,2,300000,300000,completed_300k,0.1,-1244.2,490.9,0.1,200000,-1137.8,494.1,,,0.0,1:0 -> 100k:0 -> 200k:0.1 -> 300k:0.1,True,True,False,,eval_csv,/root/autodl-tmp/sb-value-flows-runs/state_main_table_peak_polish_single4090/exp/peakpolish_300k_puzzle_3x3_task3_FullSafe_seed2/sd002_20260624_145656/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task3-v0__MinimalSB_lam0p0003__seed2__300000__sd002_20260608_112126,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126/train.csv,,puzzle-3x3-play,task3,puzzle-3x3-play-singletask-task3-v0,MinimalSB_lam0p0003,MinimalSB,2,300000,300000,completed_300k,0.1,-1221.1,479.2,0.2,150000,-1273.8,462.4,,,-0.1,1:0 -> 100k:0 -> 200k:0 -> 300k:0.1,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p0003_seed2/sd002_20260608_112126/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task3-v0__MinimalSB_lam0p0003__seed2__300000__sd002_20260607_121217,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p0003_seed2/sd002_20260607_121217/eval.csv,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p0003_seed2/sd002_20260607_121217/train.csv,,puzzle-3x3-play,task3,puzzle-3x3-play-singletask-task3-v0,MinimalSB_lam0p0003,MinimalSB,2,300000,300000,completed_300k,0.0,-1253.9,500.0,0.1,200000,-1118.8,484.2,,,-0.1,1:0 -> 100k:0 -> 200k:0.1 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p0003_seed2/sd002_20260607_121217/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task3-v0__MinimalSB_lam0p001__seed2__300000__sd002_20260608_123522,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522/eval.csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522/train.csv,,puzzle-3x3-play,task3,puzzle-3x3-play-singletask-task3-v0,MinimalSB_lam0p001,MinimalSB,2,300000,300000,completed_300k,0.0,-1258.9,500.0,0.3,150000,-1307.8,435.1,,,-0.3,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_puzzle_3x3_task3_MinimalSB_lam0p001_seed2/sd002_20260608_123522/eval.csv
single4090__audit__puzzle-3x3-play-singletask-task3-v0__MinimalSB_lam0p001__seed2__300000__sd002_20260607_132608,single4090-new,seetacloud-cqa1-31499,/root/sb-value-flows/exp,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p001_seed2/sd002_20260607_132608/eval.csv,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p001_seed2/sd002_20260607_132608/train.csv,,puzzle-3x3-play,task3,puzzle-3x3-play-singletask-task3-v0,MinimalSB_lam0p001,MinimalSB,2,300000,300000,completed_300k,0.0,-1296.8,500.0,0.2,150000,-1295.2,481.8,,,-0.2,1:0 -> 100k:0 -> 200k:0 -> 300k:0,True,False,False,,eval_csv,/root/sb-value-flows/exp/puzzle3x3_task3_repair_single4090_v1/screen300k_MinimalSB_lam0p001_seed2/sd002_20260607_132608/eval.csv
