run_id,server,machine_tag,modality,stage,protocol,env,domain,task_id,method_group,config_name,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,valueflow_success_mean,delta_vs_valueflow,eval_csv,train_csv,command_txt,run_dir,output_base,local_backup_path,git_branch,git_head,timestamp_start,timestamp_update,notes
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task4-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task4-v0,visual-antmaze-teleport-navigate,task4,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1000,1000,0.1,50000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_065626/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_065626/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_065626,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 06:56:26,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task4-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task4-v0,visual-antmaze-teleport-navigate,task4,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.1,-948.8,948.9,0.2,50000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_065627/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_065627/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_065627,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 06:56:27,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task4-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v6,1m_confirmation,visual-antmaze-teleport-navigate-singletask-task4-v0,visual-antmaze-teleport-navigate,task4,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.3,-781.5,781.8,0.5,750000,0.5,750000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_032534/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_032534/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_032534,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-11 03:25:34,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task5-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task5-v0,visual-antmaze-teleport-navigate,task5,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1000,1000,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_081831/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_081831/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_081831,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 08:18:31,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task5-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task5-v0,visual-antmaze-teleport-navigate,task5,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.1,-989.1,989.2,0.2,150000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_081831/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_081831/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_081831,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 08:18:31,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task5-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v6,1m_confirmation,visual-antmaze-teleport-navigate-singletask-task5-v0,visual-antmaze-teleport-navigate,task5,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0,-1000,1000,0.2,650000,0.2,650000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_074749/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_074749/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_074749,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-11 07:47:49,2026-06-16 09:36:01,
4090d__visual_v6__visual-cube-double-play-singletask-task1-v0__A1_action_std_lam0p001__seed2__1000,4090d,4090d,visual,visual_v6,UNKNOWN,visual-cube-double-play-singletask-task1-v0,visual-cube-double-play,task1,A1_action_std,A1_action_std_lam0p001,2,1000,1000,COMPLETED,0,-500,500,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193651/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193651/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193651,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-09 19:36:51,2026-06-16 09:36:01,
4090d__visual_v6__visual-cube-double-play-singletask-task1-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-cube-double-play-singletask-task1-v0,visual-cube-double-play,task1,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.3,-406.7,407,0.3,300000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_094036/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_094036/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_094036,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 09:40:36,2026-06-16 09:36:01,
4090d__visual_v6__visual-cube-double-play-singletask-task1-v0__A1_action_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v6,1m_confirmation,visual-cube-double-play-singletask-task1-v0,visual-cube-double-play,task1,A1_action_std,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0.1,-508.9,474.6,0.3,700000,0.3,700000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260611_074749/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260611_074749/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260611_074749,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-11 07:47:49,2026-06-16 09:36:01,
4090d__visual_v6__visual-cube-double-play-singletask-task1-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-cube-double-play-singletask-task1-v0,visual-cube-double-play,task1,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.2,-484.7,481.4,0.2,300000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_094036/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_094036/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_094036,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 09:40:36,2026-06-16 09:36:01,
4090d__visual_v6__visual-cube-double-play-singletask-task2-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-cube-double-play-singletask-task2-v0,visual-cube-double-play,task2,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-895.7,500,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_105940/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_105940/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_105940,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 10:59:40,2026-06-16 09:36:01,
4090d__visual_v6__visual-cube-double-play-singletask-task2-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-cube-double-play-singletask-task2-v0,visual-cube-double-play,task2,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-980.9,500,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_105940,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 10:59:40,2026-06-16 09:36:01,
4090d__visual_v6__visual-cube-double-play-singletask-task2-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v6,1m_confirmation,visual-cube-double-play-singletask-task2-v0,visual-cube-double-play,task2,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0,-979.1,500,0,1,0,500000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_120804/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_120804/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-cube-double-play_visual-cube-double-play-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260611_120804,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-11 12:08:04,2026-06-16 09:36:01,
4090d__visual_v6__visual-cube-double-play-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-cube-double-play-singletask-task3-v0,visual-cube-double-play,task3,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-979.6,500,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-cube-double-play_visual-cube-double-play-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_121944,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 12:19:44,2026-06-16 09:36:01,
